-0.49999999,-0.39999999,-0.29999999,-0.19999998999999996,-0.09999998999999998,1e-08,0.10000001000000008,0.20000001000000006,0.30000001000000004,0.40000001,0.50000001,0.6000000100000001,0.7000000100000002,0.8000000100000001,0.9000000100000002,1.00000001
-0.294,-0.445,-0.243,-0.213,-0.021,0.033,0.04,0.105,0.042,0.297,0.334,0.305,0.678,0.317,0.81,0.891
-0.408,-0.31,-0.27,0.003,-0.031,-0.037,0.051,0.049,0.197,0.284,0.245,0.502,0.599,0.717,1.312,0.867
-0.447,-0.125,-0.151,-0.061,-0.084,-0.006,0.08,0.259,0.049,0.06,0.065,0.273,0.46,0.549,1.058,0.948
-0.421,-0.108,-0.277,-0.187,0.023,0.079,0.039,0.061,0.175,0.326,0.405,0.619,0.515,0.341,0.664,0.677
-0.327,-0.256,-0.281,-0.113,-0.012,-0.032,-0.1,0.075,0.115,0.113,0.227,0.445,0.427,0.455,0.783,0.84
-0.426,-0.204,-0.271,-0.057,-0.05,0.027,-0.015,0.2,0.203,0.146,0.4,0.437,0.513,0.557,0.876,0.718
-0.502,-0.296,-0.298,0.009,-0.045,-0.037,0.215,0.06,0.063,0.155,0.403,0.533,0.466,0.875,0.572,0.759
-0.243,-0.494,-0.218,-0.105,-0.013,0.025,0.07,0.206,0.322,0.476,0.336,0.484,0.487,0.783,0.794,0.505
-0.411,-0.203,-0.133,-0.034,-0.07,-0.087,0.008,0.286,0.321,0.195,0.611,0.77,0.621,0.463,0.868,0.954
-0.298,-0.352,-0.191,-0.052,-0.044,-0.064,0.077,0.185,0.051,0.202,0.467,0.4,0.661,0.555,0.688,0.626
-0.337,-0.18,-0.274,-0.112,-0.01,-0.044,0.026,0.289,0.326,0.292,0.246,0.21,0.45,0.377,0.651,0.606
-0.447,-0.2,-0.101,-0.007,0.002,-0.001,0.178,0.287,0.214,0.118,0.286,0.474,0.263,0.609,0.82,0.665
-0.49,-0.124,-0.198,-0.224,-0.084,0.116,0.009,0.054,0.184,0.284,0.436,0.376,0.605,0.479,0.674,0.906
-0.311,-0.343,-0.147,-0.023,-0.039,0.028,0.093,0.037,0.063,0.36,0.398,0.492,0.414,0.602,0.444,0.9
-0.436,-0.335,-0.22,-0.087,-0.114,0.068,0.179,0.066,0.21,0.34,0.234,0.341,0.491,0.536,0.627,0.948
-0.336,-0.339,-0.204,-0.059,-0.073,-0.014,-0.006,0.127,0.061,0.285,0.214,0.39,0.398,0.644,0.748,0.79
-0.464,-0.524,-0.27,-0.147,-0.103,-0.043,0.164,0.118,0.081,0.236,0.339,0.502,0.645,0.627,0.739,0.814
-0.298,-0.29,-0.137,-0.061,-0.04,-0.0,0.06,0.002,0.166,0.063,0.495,0.422,0.604,0.614,0.618,0.679
-0.339,-0.272,-0.121,-0.103,-0.002,-0.02,0.035,0.089,0.156,0.222,0.596,0.627,0.628,0.492,0.525,0.971
-0.677,-0.378,-0.35,-0.042,-0.028,0.007,0.2,0.162,0.149,0.445,0.319,0.201,0.58,0.572,0.875,0.632
-0.26,-0.345,-0.406,-0.101,-0.002,0.003,-0.003,0.156,0.16,0.376,0.274,0.505,0.717,0.582,0.592,0.643
-0.413,-0.345,-0.142,-0.061,-0.069,0.077,0.007,0.154,0.228,0.201,0.464,0.326,0.494,0.597,0.606,0.851
-0.223,-0.152,-0.208,-0.162,-0.1,-0.033,0.134,0.079,0.227,0.045,0.355,0.265,0.509,0.524,0.761,0.612
-0.284,-0.17,-0.261,-0.039,-0.006,0.021,0.075,0.073,0.123,0.2,0.344,0.515,0.363,0.802,0.465,0.767
-0.39,-0.179,-0.125,-0.043,-0.048,0.04,0.019,0.166,0.165,0.318,0.28,0.263,0.674,0.523,0.658,0.697
-0.401,-0.464,-0.294,-0.132,0.002,-0.005,0.102,-0.012,0.054,0.255,0.37,0.423,0.739,0.768,0.59,0.971
-0.224,-0.365,-0.26,-0.106,-0.066,-0.034,0.034,0.186,0.219,0.342,0.296,0.482,0.703,0.735,0.527,0.554
-0.325,-0.291,-0.178,-0.039,-0.023,-0.027,0.041,0.117,0.114,0.359,0.444,0.498,0.746,0.632,0.565,0.623
-0.522,-0.247,-0.199,-0.291,0.023,-0.02,0.013,0.159,0.464,0.286,0.416,0.156,0.544,0.679,0.858,0.837
-0.542,-0.281,-0.182,-0.051,-0.013,-0.025,-0.016,0.151,0.176,0.148,0.483,0.479,0.514,0.662,0.629,0.829
-0.36,-0.192,-0.153,-0.087,-0.083,-0.123,-0.013,0.056,0.209,0.303,0.364,0.237,0.57,0.673,0.755,0.593
-0.351,-0.168,-0.081,-0.088,-0.103,0.01,0.084,0.164,0.208,0.332,0.353,0.471,0.684,0.912,0.569,0.857
-0.394,-0.332,-0.304,-0.21,-0.175,-0.074,0.014,0.089,0.376,0.135,0.39,0.584,0.23,0.522,0.716,0.837
-0.538,-0.288,-0.352,-0.078,-0.07,0.04,0.046,0.183,0.053,0.096,0.104,0.731,0.232,0.578,0.872,0.345
-0.371,-0.369,-0.199,-0.1,-0.006,0.054,0.156,0.091,0.144,0.349,0.198,0.367,0.576,0.634,0.562,0.75
-0.456,-0.643,-0.344,-0.105,-0.118,0.034,-0.232,0.159,0.325,0.33,0.375,0.318,0.485,0.586,0.681,0.597
-0.322,-0.497,-0.145,-0.02,-0.088,0.085,0.071,-0.001,0.385,0.509,0.324,0.132,0.314,0.569,0.732,0.733
-0.488,-0.19,-0.113,-0.097,-0.107,-0.004,0.05,0.13,0.338,0.071,0.046,0.487,0.551,0.457,0.665,1.176
-0.479,-0.197,-0.228,-0.353,-0.029,-0.046,-0.01,0.111,0.193,0.403,0.196,0.331,0.571,0.292,0.553,0.531
-0.239,-0.209,-0.25,-0.082,-0.08,0.032,0.129,0.248,0.08,0.138,0.486,0.472,0.787,0.473,0.5,0.814
-0.519,-0.47,-0.283,-0.14,-0.036,0.048,-0.037,0.23,0.196,0.182,0.305,0.613,0.437,0.636,0.853,0.545
-0.468,-0.33,-0.241,-0.084,-0.047,-0.041,0.229,-0.058,0.194,0.427,0.373,0.444,0.73,0.694,0.708,0.606
-0.361,-0.24,-0.287,-0.095,-0.073,0.074,0.123,-0.045,0.112,0.215,0.483,0.416,0.585,0.524,0.465,0.534
-0.305,-0.154,-0.141,-0.105,-0.148,0.028,0.066,0.114,0.261,0.246,0.319,0.488,0.382,0.459,0.677,0.471
-0.426,-0.388,-0.33,-0.204,0.02,0.113,0.179,0.193,0.09,0.522,0.346,0.389,0.44,0.591,0.695,0.497
-0.276,-0.29,-0.126,0.001,-0.251,0.06,0.107,0.294,0.304,0.157,0.543,0.381,0.679,0.559,0.612,0.584
-0.752,-0.254,-0.276,-0.188,-0.04,-0.032,-0.041,0.203,0.125,0.365,0.287,0.468,0.534,0.531,0.77,1.001
-0.517,-0.27,-0.149,-0.258,-0.023,-0.036,0.094,-0.099,0.097,0.286,0.16,0.502,0.711,0.789,0.511,0.952
-0.508,-0.37,-0.094,-0.072,0.017,0.009,0.019,0.136,0.16,0.298,0.4,0.34,0.653,0.724,0.79,0.438
-0.46,-0.442,-0.128,-0.046,-0.046,0.034,-0.068,0.149,0.015,0.307,0.436,0.569,0.583,0.596,0.48,0.551
-0.396,-0.315,-0.176,-0.048,-0.046,0.024,0.064,0.03,0.203,0.253,0.425,0.633,0.35,0.614,0.649,0.661
-0.187,-0.397,-0.28,-0.2,-0.013,0.05,-0.022,0.092,0.333,0.191,0.356,0.366,0.64,0.474,0.388,0.791
-0.404,-0.277,-0.198,-0.066,-0.056,0.025,-0.037,0.08,0.121,0.413,0.318,0.434,0.563,0.56,0.737,0.927
-0.397,-0.539,-0.168,-0.163,-0.02,0.029,0.071,0.251,0.279,0.172,0.456,0.565,0.537,0.501,0.678,0.377
-0.486,-0.296,-0.198,-0.136,-0.004,-0.01,0.026,0.225,0.264,0.47,0.094,0.405,0.568,0.711,0.978,0.741
-0.404,-0.188,-0.377,-0.109,-0.08,0.037,0.002,0.116,-0.003,0.399,0.43,0.375,0.733,0.853,0.724,0.632
-0.541,-0.397,-0.092,0.009,-0.291,0.018,0.018,0.059,0.076,-0.005,0.573,0.513,0.539,0.613,0.727,0.681
-0.4,-0.327,-0.166,-0.065,-0.06,-0.205,-0.104,0.161,0.217,0.203,0.431,0.352,0.071,0.603,0.58,0.644
-0.438,-0.183,-0.132,-0.088,-0.047,0.054,0.002,0.201,0.334,0.157,0.53,0.347,0.688,0.675,0.577,0.663
-0.241,-0.306,-0.219,-0.036,-0.025,-0.035,-0.014,0.178,0.253,0.214,0.439,0.708,0.636,0.42,0.669,0.887
-0.308,-0.287,-0.114,-0.222,0.018,0.056,0.141,0.01,0.161,0.384,0.431,0.579,0.774,0.652,0.719,0.638
-0.505,-0.376,-0.355,-0.142,0.02,-0.02,-0.214,0.026,0.255,0.285,0.554,0.391,0.651,0.229,0.526,0.592
-0.386,-0.476,-0.285,-0.057,-0.114,-0.031,0.101,0.194,0.042,0.226,0.339,0.325,0.497,0.792,0.725,1.042
-0.318,-0.306,-0.224,-0.107,-0.01,0.005,0.086,0.006,0.038,0.097,0.351,0.444,0.572,0.702,0.593,0.502
-0.482,-0.324,-0.133,-0.228,-0.058,0.042,0.072,0.25,0.35,0.442,0.18,0.295,0.569,0.802,0.803,0.689
-0.366,-0.456,-0.108,-0.19,-0.066,0.018,-0.028,0.045,0.257,0.453,0.4,0.705,0.535,0.412,0.688,0.586
-0.117,-0.458,-0.123,-0.061,-0.055,-0.022,0.135,0.067,0.177,0.136,0.184,0.612,0.649,0.776,0.733,1.029
-0.387,-0.236,-0.358,-0.067,-0.037,-0.006,0.029,0.157,0.166,0.258,0.304,0.425,0.52,0.504,0.685,0.45
-0.541,-0.148,-0.345,-0.105,-0.107,-0.059,-0.011,0.048,0.205,0.394,0.154,0.369,0.59,0.764,0.862,0.569
-0.569,-0.262,-0.266,-0.077,-0.099,0.019,-0.033,0.006,0.331,0.48,0.455,0.5,0.27,0.175,0.851,0.488
-0.267,-0.216,-0.133,-0.272,-0.307,0.011,0.009,0.126,0.116,0.189,0.31,0.444,0.258,0.539,0.739,0.785
-0.345,-0.273,-0.122,-0.097,-0.102,-0.039,-0.026,0.073,0.19,0.224,0.401,0.255,0.777,0.646,0.711,0.821
-0.35,-0.162,-0.296,-0.239,0.007,0.008,0.073,0.209,0.031,0.236,0.324,0.355,0.649,0.491,0.898,0.783
-0.199,-0.376,-0.097,-0.059,0.007,0.077,-0.034,0.284,0.195,0.314,0.218,0.408,0.553,0.721,0.617,0.919
-0.425,-0.416,-0.181,-0.094,-0.041,-0.058,0.028,0.23,0.065,0.218,0.385,0.365,0.598,0.482,0.722,0.683
-0.37,-0.314,-0.335,-0.064,-0.011,-0.126,0.008,0.106,0.137,0.196,0.414,0.535,0.469,0.415,0.75,0.809
-0.706,-0.384,-0.034,-0.055,0.041,0.054,0.195,0.016,0.28,0.33,0.331,0.418,0.293,0.285,0.879,0.924
-0.378,-0.428,-0.169,-0.122,-0.068,0.014,0.038,0.067,0.216,0.567,0.418,0.675,0.401,0.494,0.685,0.793
-0.432,-0.212,-0.118,-0.341,-0.023,-0.011,0.078,0.156,0.448,0.355,0.307,0.443,0.53,0.854,0.818,0.627
-0.369,-0.541,-0.239,-0.162,-0.067,0.038,0.036,0.126,0.287,0.317,0.392,0.658,0.256,0.445,0.863,0.669
-0.277,-0.291,-0.324,-0.227,-0.124,0.025,0.144,-0.016,0.135,0.161,0.389,0.514,0.399,0.673,0.745,0.813
-0.523,-0.261,-0.276,-0.136,-0.019,0.013,0.03,0.085,0.332,0.364,0.296,0.49,0.47,0.358,0.474,0.708
-0.406,-0.26,-0.145,-0.122,0.005,0.013,0.153,0.326,0.152,0.148,0.541,0.494,0.525,0.382,0.218,0.766
-0.369,-0.193,-0.225,-0.108,-0.044,-0.031,0.094,0.113,0.266,0.288,0.377,0.268,0.527,0.601,0.48,0.581
-0.523,-0.279,-0.135,-0.055,-0.08,0.002,0.027,0.095,0.157,0.285,0.593,0.569,0.631,0.69,0.542,0.915
-0.25,-0.485,-0.274,-0.342,0.022,0.055,0.013,0.001,0.017,0.46,0.218,0.484,0.529,0.494,0.374,0.721
-0.324,-0.28,-0.132,-0.173,-0.009,-0.009,0.017,0.095,0.257,0.277,0.447,0.283,0.443,1.026,0.941,0.579
-0.317,-0.274,-0.459,-0.092,-0.048,-0.004,0.074,0.141,0.224,0.293,0.189,0.347,0.376,0.599,0.718,0.523
-0.413,-0.182,-0.434,-0.117,-0.166,0.057,-0.016,0.106,0.118,0.211,0.281,0.119,0.402,0.474,0.62,0.751
-0.357,-0.324,-0.205,-0.095,-0.031,-0.25,0.066,0.13,0.113,0.322,0.497,0.556,0.571,0.748,0.991,0.984
-0.425,-0.188,-0.318,-0.063,-0.073,0.032,0.038,0.089,0.111,0.193,0.47,0.488,0.576,0.564,0.751,0.839
-0.542,-0.201,-0.162,-0.101,-0.25,-0.004,0.052,0.223,0.137,0.332,0.403,0.443,0.696,0.473,0.851,0.816
-0.371,-0.379,-0.196,-0.123,-0.004,-0.019,-0.031,0.085,0.063,0.321,0.32,0.266,0.365,0.591,0.75,0.747
-0.258,-0.243,-0.251,-0.081,0.004,-0.04,-0.239,0.133,0.235,0.128,0.227,0.436,0.369,0.648,0.676,0.79
-0.448,-0.345,-0.383,-0.163,0.016,0.008,-0.047,0.096,0.177,0.359,0.383,0.31,0.453,0.426,0.668,0.849
-0.344,-0.264,-0.131,-0.198,-0.064,-0.07,0.01,0.017,0.072,0.423,0.196,0.644,0.373,0.43,0.749,1.098
-0.306,-0.187,-0.099,-0.073,-0.069,0.057,0.118,0.018,0.246,0.171,0.552,0.356,0.273,0.611,0.705,0.768
-0.518,-0.272,-0.303,-0.115,0.022,-0.021,0.0,0.093,0.288,0.154,0.318,0.603,0.499,0.392,0.83,0.925
-0.39,-0.286,-0.252,-0.149,0.02,0.041,0.041,0.068,0.133,0.255,0.317,0.338,0.417,0.456,0.761,0.68
-0.452,-0.246,-0.273,-0.165,-0.049,0.084,0.166,0.061,0.037,0.337,0.472,0.776,0.662,0.789,0.624,0.657
